#,Title,URL,State,Labels,# of Labels,Assignees,# of Assignees,# of Comments,Closed at,Created at,Locked
1601,Use Python 3 in configure.py,https://github.com/ninja-build/ninja/issues/1601,closed,[],0,[],0,4,2019-07-12 08:02:53,2019-07-12 07:49:02,False
1599,ninja: error: manifest 'build.ninja' still dirty after 100 tries,https://github.com/ninja-build/ninja/issues/1599,open,[],0,[],0,15,,2019-07-10 05:37:21,False
1598,Is there a good reason to err on tabs in build files after all?,https://github.com/ninja-build/ninja/issues/1598,open,"[Label(name=""feature"")]",1,[],0,1,,2019-07-09 14:30:11,False
1596,How to edit build.ninja ?,https://github.com/ninja-build/ninja/issues/1596,closed,[],0,[],0,1,2019-07-05 13:50:33,2019-07-05 13:48:47,False
1595,"""Re-running CMake"" loop after removing build/CMakeCache.txt",https://github.com/ninja-build/ninja/issues/1595,open,[],0,[],0,1,,2019-07-03 21:30:51,False
1594,Pure keyword in submodule interface definitions in fortran code leads to error,https://github.com/ninja-build/ninja/issues/1594,closed,[],0,[],0,2,2019-09-12 05:02:30,2019-06-28 04:43:51,False
1593,displays strange ansi codes,https://github.com/ninja-build/ninja/issues/1593,closed,"[Label(name=""windows"")]",1,[],0,1,2019-06-24 13:36:44,2019-06-24 12:41:18,False
1592,ranlib on macOS truncates timestamps to seconds only,https://github.com/ninja-build/ninja/issues/1592,open,"[Label(name=""macOS"")]",1,[],0,1,,2019-06-24 02:01:03,False
1591,Investigate dynamically auto-tuning number of treads based on statistics from task stats on Linux.,https://github.com/ninja-build/ninja/issues/1591,open,[],0,[],0,1,,2019-06-15 00:39:56,False
1590,the compilation database only contains the first file/output,https://github.com/ninja-build/ninja/issues/1590,closed,[],0,[],0,5,2019-06-16 07:56:04,2019-06-12 21:31:37,False
1589,Difficulty building ninja on linux using the boost library,https://github.com/ninja-build/ninja/issues/1589,closed,[],0,[],0,4,2019-06-05 12:50:51,2019-06-05 05:02:15,False
1586,Got error when built ninja on Centos6.7,https://github.com/ninja-build/ninja/issues/1586,closed,[],0,[],0,1,2019-05-31 05:43:54,2019-05-31 05:21:51,False
1585,Having an option to ignore generator rule/statement,https://github.com/ninja-build/ninja/issues/1585,closed,[],0,[],0,5,2019-06-05 12:09:19,2019-05-30 02:04:45,False
1583,BuildTest.WrongOutputInDepfileCausesRebuild leaves build_log and ninja_deps behind,https://github.com/ninja-build/ninja/issues/1583,open,"[Label(name=""cleanup""), Label(name=""help wanted"")]",2,[],0,0,,2019-05-28 12:45:46,False
1582,ninja --version should not result in an error,https://github.com/ninja-build/ninja/issues/1582,closed,[],0,[],0,2,2019-05-27 14:27:19,2019-05-27 13:37:41,False
1581,How to generate static .lib files on Windows,https://github.com/ninja-build/ninja/issues/1581,closed,[],0,[],0,1,2019-05-28 12:47:07,2019-05-26 01:57:23,False
1579,Show `FAILURE:` Summary on Stderr,https://github.com/ninja-build/ninja/issues/1579,open,"[Label(name=""frontend"")]",1,[],0,4,,2019-05-24 13:43:10,False
1576,Cannot access release notes,https://github.com/ninja-build/ninja/issues/1576,closed,[],0,[],0,4,2019-05-20 10:53:39,2019-05-20 10:18:58,False
1575,Add an option to force colour output,https://github.com/ninja-build/ninja/issues/1575,closed,[],0,[],0,1,2019-05-16 16:52:59,2019-05-16 14:28:23,False
1574,depfile degrades explicit dependency,https://github.com/ninja-build/ninja/issues/1574,closed,[],0,[],0,2,2019-05-17 07:50:38,2019-05-14 23:49:20,False
1573,Some files are always dirty in Chrome builds with latest ninja,https://github.com/ninja-build/ninja/issues/1573,closed,[],0,[],0,2,2019-05-13 22:11:10,2019-05-13 19:42:36,False
1571,Prevent ninja starting new job when physical memory become low,https://github.com/ninja-build/ninja/issues/1571,open,"[Label(name=""feature"")]",1,[],0,6,,2019-05-12 12:28:59,False
1570,[RFE] compile modified files first,https://github.com/ninja-build/ninja/issues/1570,open,[],0,[],0,16,,2019-05-08 09:39:08,False
1569,[Question] Is it possible that Ninja can export compile_commands.json?,https://github.com/ninja-build/ninja/issues/1569,closed,[],0,[],0,2,2019-05-02 09:13:19,2019-05-02 05:30:13,False
1567,"[Feature Request] Allow to force ""dumb"" terminal",https://github.com/ninja-build/ninja/issues/1567,closed,"[Label(name=""frontend"")]",1,[],0,1,2019-05-08 11:47:37,2019-04-28 06:29:55,False
1565,[Feature Request] Extend build output with padding formatters,https://github.com/ninja-build/ninja/issues/1565,open,"[Label(name=""frontend"")]",1,[],0,0,,2019-04-25 12:06:25,False
1564,subninja pollutes parent scope's `default` behavior,https://github.com/ninja-build/ninja/issues/1564,open,"[Label(name=""bug"")]",1,[],0,0,,2019-04-19 04:09:45,False
1560,Build on android fails due to missing getloadavg(),https://github.com/ninja-build/ninja/issues/1560,closed,[],0,[],0,0,2019-11-11 09:19:29,2019-04-17 18:34:53,False
1556,build ninja: which Python version is required?,https://github.com/ninja-build/ninja/issues/1556,closed,[],0,[],0,1,2019-04-15 07:52:29,2019-04-13 00:03:44,False
1554,v1.9.0 timestamp compare regression,https://github.com/ninja-build/ninja/issues/1554,closed,[],0,[],0,14,2019-04-11 12:42:29,2019-04-11 11:40:03,False
1552,Wrong link to premake from manual on ninja-build.org,https://github.com/ninja-build/ninja/issues/1552,closed,[],0,[],0,0,2019-04-10 18:40:30,2019-04-10 18:09:05,False
1551,v1.9.0 does not have the executable flag set (Linux/Mac),https://github.com/ninja-build/ninja/issues/1551,closed,"[Label(name=""bug""), Label(name=""cleanup"")]",2,[],0,3,2019-04-16 10:17:34,2019-04-10 17:16:10,False
1548,how to install ninja into python3,https://github.com/ninja-build/ninja/issues/1548,closed,[],0,[],0,1,2019-04-01 07:26:45,2019-04-01 05:17:35,False
1547,"""build"" variable declarations only look up global variables",https://github.com/ninja-build/ninja/issues/1547,open,"[Label(name=""bug"")]",1,[],0,0,,2019-03-28 13:11:18,False
1544,[Feature Request] Allow 'ninja -t compdb' accept one target,https://github.com/ninja-build/ninja/issues/1544,open,"[Label(name=""feature"")]",1,[],0,2,,2019-03-24 16:37:25,False
1542,Dependency parser treats valid filename characters as line-breaks,https://github.com/ninja-build/ninja/issues/1542,open,"[Label(name=""bug"")]",1,[],0,1,,2019-03-21 14:27:43,False
1541,Windows Defender flags ninja.exe from 1.9.0 release as malware,https://github.com/ninja-build/ninja/issues/1541,closed,[],0,[],0,1,2019-03-21 01:16:18,2019-03-21 00:51:35,False
1540,ninja.exe reported as a virus,https://github.com/ninja-build/ninja/issues/1540,closed,"[Label(name=""windows"")]",1,[],0,11,2019-03-22 07:22:10,2019-03-21 00:44:43,False
1539,How to export all rules by compdb?,https://github.com/ninja-build/ninja/issues/1539,closed,[],0,[],0,1,2019-03-20 08:57:10,2019-03-20 08:17:52,False
1538,How to install Vim plugin using Vundle?,https://github.com/ninja-build/ninja/issues/1538,open,[],0,[],0,2,,2019-03-15 16:52:16,False
1537,Is it possible to leave stderr messages from the compiler on stderr and not redirect them to stdout?,https://github.com/ninja-build/ninja/issues/1537,open,"[Label(name=""feature""), Label(name=""frontend"")]",2,[],0,65,,2019-03-12 20:18:55,False
1535,Endless CMake configuration re-running loop on Windows,https://github.com/ninja-build/ninja/issues/1535,open,"[Label(name=""windows""), Label(name=""bug"")]",2,[],0,7,,2019-03-06 11:02:43,False
1533,"Ninja 1.9.0, CentOS 7: GLIBCXX symbols not found",https://github.com/ninja-build/ninja/issues/1533,closed,"[Label(name=""help wanted"")]",1,[],0,5,2020-01-09 07:10:58,2019-02-22 19:14:55,False
1532,Build fixes for DragonFly,https://github.com/ninja-build/ninja/issues/1532,closed,[],0,[],0,2,2019-03-11 22:38:00,2019-02-21 02:12:36,False
1531,"After installing via pip3, ninja/ninja install works, but sudo ninja install ""command not found""",https://github.com/ninja-build/ninja/issues/1531,closed,[],0,[],0,4,2019-02-21 14:14:52,2019-02-20 21:28:45,False
1530,Using too many threads on CircleCI,https://github.com/ninja-build/ninja/issues/1530,closed,"[Label(name=""bug"")]",1,[],0,9,2019-02-22 10:11:23,2019-02-20 03:21:50,False
1528,Binary reproducible manual using asciidoctor,https://github.com/ninja-build/ninja/issues/1528,closed,[],0,[],0,2,2019-02-09 11:18:30,2019-02-07 04:12:03,False
1523,error: ‘struct stat’ has no member named ‘st_mtimensec’ when built with musl,https://github.com/ninja-build/ninja/issues/1523,closed,[],0,[],0,1,2019-01-25 18:47:00,2019-01-25 15:46:24,False
1522,Correctness with removal of implied dependency from build script and from disk,https://github.com/ninja-build/ninja/issues/1522,open,[],0,[],0,1,,2019-01-24 00:22:54,False
1520,Ninja keeps going in the background after interrupting console job,https://github.com/ninja-build/ninja/issues/1520,closed,"[Label(name=""bug""), Label(name=""freebsd"")]",2,[],0,1,2019-02-09 18:03:29,2019-01-21 15:01:05,False
1519,ReadToken treats comments as line continuators,https://github.com/ninja-build/ninja/issues/1519,open,"[Label(name=""bug"")]",1,[],0,2,,2019-01-21 10:25:43,False
1518,Parser bugs with phonycycle=warn compatibility mode,https://github.com/ninja-build/ninja/issues/1518,open,"[Label(name=""bug"")]",1,[],0,0,,2019-01-21 09:02:53,False
1516,BindingEnv elision in manifest parser breaks evaluation order,https://github.com/ninja-build/ninja/issues/1516,open,"[Label(name=""bug"")]",1,[],0,1,,2019-01-12 10:55:32,False
1512,"CMake ""CodeBlocks - Ninja"" -v option",https://github.com/ninja-build/ninja/issues/1512,closed,[],0,[],0,2,2018-12-21 13:57:12,2018-12-21 13:55:50,False
1510,Incorrect condition for `st_mtim` field name,https://github.com/ninja-build/ninja/issues/1510,closed,"[Label(name=""cleanup"")]",1,[],0,2,2019-08-06 13:25:47,2018-12-14 08:57:32,False
1509,Make artifact in travis/appveyor for released ninja binary,https://github.com/ninja-build/ninja/issues/1509,closed,[],0,[],0,1,2019-11-21 14:50:13,2018-12-13 15:01:57,False
1507,Ninja hides the exit status of failing subprocesses,https://github.com/ninja-build/ninja/issues/1507,open,"[Label(name=""feature""), Label(name=""frontend"")]",2,[],0,7,,2018-12-05 20:37:29,False
1506,[RFE] Support periodically printing keep-alive message on no output,https://github.com/ninja-build/ninja/issues/1506,closed,[],0,[],0,1,2018-11-30 12:48:00,2018-11-29 19:11:41,False
1505,ANSI color support does not extend to NINJA_STATUS,https://github.com/ninja-build/ninja/issues/1505,open,"[Label(name=""windows""), Label(name=""bug"")]",2,[],0,5,,2018-11-26 22:20:24,False
1504,Library most depended on builds last causing serialized link,https://github.com/ninja-build/ninja/issues/1504,closed,[],0,[],0,4,2018-12-04 18:14:17,2018-11-26 20:02:36,False
1503,"Enhancement: support --color=never, --color=auto, --color=always",https://github.com/ninja-build/ninja/issues/1503,closed,[],0,[],0,1,2018-11-20 16:01:05,2018-11-20 15:59:03,False
1500,Format --help output,https://github.com/ninja-build/ninja/issues/1500,closed,"[Label(name=""cleanup""), Label(name=""frontend"")]",2,[],0,0,2018-11-16 13:08:03,2018-11-16 10:23:06,False
1499,"Consider adding a second, ""heavy"" binary",https://github.com/ninja-build/ninja/issues/1499,open,[],0,[],0,20,,2018-11-15 22:24:44,False
1497,Race condition when input file is updated while compiling,https://github.com/ninja-build/ninja/issues/1497,closed,[],0,[],0,3,2018-11-15 20:30:20,2018-11-15 10:57:28,False
1493,add a way to mark all outputs as up-to-date to avoid rebuilds,https://github.com/ninja-build/ninja/issues/1493,open,"[Label(name=""feature"")]",1,[],0,10,,2018-11-13 07:49:52,False
1492,label the .ninja_log,https://github.com/ninja-build/ninja/issues/1492,open,"[Label(name=""feature"")]",1,[],0,1,,2018-11-11 14:38:39,False
1489,How to see the full list of processed files?,https://github.com/ninja-build/ninja/issues/1489,closed,[],0,[],0,4,2018-11-08 09:50:38,2018-11-08 09:48:07,False
1487,Failed when using with xcbuild.,https://github.com/ninja-build/ninja/issues/1487,closed,[],0,[],0,1,2018-11-07 08:14:09,2018-11-07 08:08:24,False
1482,Environment variable for limiting the number of JOBS [Again],https://github.com/ninja-build/ninja/issues/1482,open,"[Label(name=""feature"")]",1,[],0,73,,2018-10-18 01:03:13,False
1480,fix build failure in test,https://github.com/ninja-build/ninja/issues/1480,closed,[],0,[],0,1,2018-10-12 15:18:08,2018-10-12 15:09:34,False
1478,"Ninja does not recognize browse as a tool, despite it being mentioned in the manual",https://github.com/ninja-build/ninja/issues/1478,closed,[],0,[],0,3,2018-11-14 15:39:37,2018-10-11 17:00:54,False
1477,Needs release,https://github.com/ninja-build/ninja/issues/1477,closed,[],0,[],0,22,2019-01-30 19:35:54,2018-10-09 10:20:57,False
1476,How to let ninja + gn work on CentOS 6?,https://github.com/ninja-build/ninja/issues/1476,closed,[],0,[],0,3,2018-10-08 03:04:01,2018-10-08 01:45:29,False
1475,Allow disabling escape code stripping,https://github.com/ninja-build/ninja/issues/1475,closed,[],0,[],0,3,2018-11-13 14:16:40,2018-10-05 06:39:31,False
1471,Allow a rule to consume jobs from multiple pools,https://github.com/ninja-build/ninja/issues/1471,open,[],0,[],0,0,,2018-09-21 10:00:52,False
1470,CMake Error: CMAKE_C_COMPILER not set and CMake Error: CMAKE_CXX_COMPILER not set,https://github.com/ninja-build/ninja/issues/1470,closed,[],0,[],0,2,2018-10-29 19:21:50,2018-09-19 13:16:59,False
1469,"linker error not detected, when using ""--no-undefined"" linker option",https://github.com/ninja-build/ninja/issues/1469,closed,[],0,[],0,5,2018-10-29 17:38:17,2018-09-17 15:03:45,False
1468,Allow building in parallel from multiple out directories,https://github.com/ninja-build/ninja/issues/1468,closed,[],0,[],0,5,2018-09-08 02:04:22,2018-09-07 00:18:34,False
1466,Cmake and ninja: passing arguments to targets,https://github.com/ninja-build/ninja/issues/1466,closed,[],0,[],0,2,2018-10-03 13:50:21,2018-09-05 15:28:11,False
1465,Unable to compile cuda files,https://github.com/ninja-build/ninja/issues/1465,closed,[],0,[],0,1,2018-10-29 18:42:12,2018-09-03 08:31:50,False
1464,How to install new ninja for XP?,https://github.com/ninja-build/ninja/issues/1464,closed,[],0,[],0,2,2018-10-29 15:32:53,2018-08-30 07:29:05,False
1463,ninja: error: loading 'build.ninja': No such file or directory,https://github.com/ninja-build/ninja/issues/1463,closed,[],0,[],0,30,2018-11-07 10:44:46,2018-08-29 15:07:12,False
1461,Downloading ninja source via wget,https://github.com/ninja-build/ninja/issues/1461,closed,[],0,[],0,5,2018-08-20 17:28:01,2018-08-19 16:00:06,False
1460,Build dependency races,https://github.com/ninja-build/ninja/issues/1460,closed,"[Label(name=""bug"")]",1,[],0,3,2018-10-29 16:55:49,2018-08-16 15:53:47,False
1459,Option to use file characteristics instead of timestamps,https://github.com/ninja-build/ninja/issues/1459,open,"[Label(name=""feature"")]",1,[],0,19,,2018-08-14 01:27:20,False
1453,1.8-style rebuild-on-failure shouldn't apply to generator tasks,https://github.com/ninja-build/ninja/issues/1453,closed,[],0,[],0,13,2019-05-10 14:49:26,2018-07-30 14:16:43,False
1451,Support ANSI colors on Windows,https://github.com/ninja-build/ninja/issues/1451,closed,"[Label(name=""windows"")]",1,[],0,10,2018-11-16 09:58:12,2018-07-16 08:56:42,False
1450,ninja -v does not work as stated,https://github.com/ninja-build/ninja/issues/1450,closed,[],0,[],0,3,2018-08-05 18:09:54,2018-07-15 10:30:39,False
1448,ninja: error: mkdir() No such file or directory,https://github.com/ninja-build/ninja/issues/1448,closed,[],0,[],0,1,2018-10-29 15:31:51,2018-07-05 09:32:14,False
1447,File substitution,https://github.com/ninja-build/ninja/issues/1447,closed,[],0,[],0,8,2018-06-25 05:35:33,2018-06-12 08:43:11,False
1446,Ninja fails to return error code and stop on error when used with MSVC and CMake,https://github.com/ninja-build/ninja/issues/1446,closed,[],0,[],0,1,2018-06-10 14:47:45,2018-06-10 13:48:51,False
1445,A Change in Preprocessor command is not recognised without a clean,https://github.com/ninja-build/ninja/issues/1445,closed,[],0,[],0,4,2018-10-29 17:42:48,2018-06-07 13:40:37,False
1444,ninja build: unable to show coloured output,https://github.com/ninja-build/ninja/issues/1444,closed,[],0,[],0,16,2018-06-11 14:37:31,2018-06-04 23:05:19,False
1443,Ninja build : Redirect error output to a log file,https://github.com/ninja-build/ninja/issues/1443,closed,[],0,[],0,3,2018-11-15 21:23:02,2018-06-02 16:58:13,False
1442,Output is consider outdated when command changes but not when the command is removed / readded,https://github.com/ninja-build/ninja/issues/1442,open,[],0,[],0,2,,2018-05-30 16:22:35,False
1441,Ninja consumes all available memory,https://github.com/ninja-build/ninja/issues/1441,closed,[],0,[],0,22,2018-11-15 21:18:52,2018-05-27 04:01:35,False
1440,src/depfile_parser.cc and src/lexer.cc should be added to .gitignore and removed from the index,https://github.com/ninja-build/ninja/issues/1440,closed,[],0,[],0,12,2018-11-15 21:12:46,2018-05-24 17:10:46,False
1436,Adding compilation / lex flags to a ninja running build,https://github.com/ninja-build/ninja/issues/1436,open,"[Label(name=""feature"")]",1,[],0,0,,2018-05-06 07:39:53,False
1431,pip install ninja failed when pip>=10.0.0,https://github.com/ninja-build/ninja/issues/1431,closed,[],0,[],0,17,2018-10-29 15:35:50,2018-04-26 07:34:16,False
1429,CMake/Ninja/MSVC RC command line issue with a path starting with '@' symbol,https://github.com/ninja-build/ninja/issues/1429,closed,"[Label(name=""windows""), Label(name=""bug"")]",2,[],0,2,2018-11-07 13:58:32,2018-04-25 00:02:45,False
1418,Edges with output have wrong status line after #1405,https://github.com/ninja-build/ninja/issues/1418,closed,"[Label(name=""bug"")]",1,[],0,1,2018-11-05 17:53:49,2018-04-07 15:57:27,False
1411,MSVC 12 bot broken after high-res timestamp change,https://github.com/ninja-build/ninja/issues/1411,closed,"[Label(name=""windows""), Label(name=""bug"")]",2,[],0,2,2018-11-07 10:32:46,2018-04-06 13:46:57,False
1403,C++ standard in use?,https://github.com/ninja-build/ninja/issues/1403,closed,[],0,[],0,34,2018-04-05 00:14:24,2018-04-04 05:28:15,False
1402,ninja: fatal: CreateProcess: The parameter is incorrect on Windows in Virtualbox,https://github.com/ninja-build/ninja/issues/1402,closed,"[Label(name=""windows""), Label(name=""bug"")]",2,[],0,8,2019-09-16 11:55:34,2018-03-23 10:36:57,False
1401,Bootstrap instructions have been lost,https://github.com/ninja-build/ninja/issues/1401,closed,[],0,[],0,3,2018-03-18 21:04:45,2018-03-18 18:47:04,False
1400,Ninja does not correctly resolve symlinks in depfiles,https://github.com/ninja-build/ninja/issues/1400,closed,[],0,[],0,3,2018-03-18 17:24:35,2018-03-18 16:47:27,False
1397,URL in the doc is wrong,https://github.com/ninja-build/ninja/issues/1397,closed,[],0,[],0,2,2018-11-07 15:19:03,2018-03-15 10:49:11,False
1396,ninja couldn't be found by cmake,https://github.com/ninja-build/ninja/issues/1396,closed,[],0,[],0,2,2018-03-16 06:32:23,2018-03-15 08:57:01,False
1395,Gradle .pom No trusted certificate found ,https://github.com/ninja-build/ninja/issues/1395,closed,[],0,[],0,1,2018-03-11 18:05:31,2018-03-11 16:39:03,False
1394,how does the ninja use cache files?,https://github.com/ninja-build/ninja/issues/1394,closed,[],0,[],0,2,2018-04-05 00:46:31,2018-03-08 00:59:55,False
1391,/build/browse_py.h:2:1: error: expected primary-expression before ';' token,https://github.com/ninja-build/ninja/issues/1391,open,[],0,[],0,1,,2018-02-28 12:11:00,False
1390,Subprocess.TestWithLots fails on armhf,https://github.com/ninja-build/ninja/issues/1390,closed,[],0,[],0,1,2018-02-26 19:43:11,2018-02-26 18:49:07,False
1387,Add ARGS command line option to pass arguments to target.,https://github.com/ninja-build/ninja/issues/1387,closed,[],0,[],0,13,2018-04-05 02:44:21,2018-02-20 15:08:58,False
1385,Add some option to filter out targets from phony list,https://github.com/ninja-build/ninja/issues/1385,closed,[],0,[],0,5,2018-03-19 07:03:50,2018-02-15 17:28:19,False
1384,Feature request: ability to customize a failed rule's description,https://github.com/ninja-build/ninja/issues/1384,open,"[Label(name=""feature"")]",1,[],0,3,,2018-02-13 07:43:56,False
1383,Setting variable for a group of builds,https://github.com/ninja-build/ninja/issues/1383,closed,[],0,[],0,4,2018-04-05 01:29:04,2018-02-12 18:50:05,False
1380,CreateProcess error message should be improved,https://github.com/ninja-build/ninja/issues/1380,closed,"[Label(name=""windows"")]",1,[],0,19,2020-03-26 21:56:16,2018-02-06 19:46:46,False
1379,Support unlimited number of parallel jobs,https://github.com/ninja-build/ninja/issues/1379,closed,[],0,[],0,2,2018-04-05 14:02:05,2018-02-06 17:14:41,False
1378,Update URL in GitHub description to use HTTPS,https://github.com/ninja-build/ninja/issues/1378,closed,[],0,[],0,1,2018-04-05 01:01:09,2018-02-06 16:47:18,False
1377,'ninja -t compdb' should dump every rule,https://github.com/ninja-build/ninja/issues/1377,closed,"[Label(name=""feature"")]",1,[],0,4,2019-08-02 13:00:42,2018-01-29 17:27:23,False
1376,Ninja unnecessarily runs CMake just after it was run manually,https://github.com/ninja-build/ninja/issues/1376,closed,"[Label(name=""bug"")]",1,[],0,21,2020-01-04 13:21:11,2018-01-28 15:45:31,False
1375,Variables expanded as build dependencies not treated as lists,https://github.com/ninja-build/ninja/issues/1375,open,[],0,[],0,1,,2018-01-17 14:47:33,False
1374,Build stats,https://github.com/ninja-build/ninja/issues/1374,closed,[],0,[],0,7,2018-04-05 14:07:39,2018-01-17 11:58:32,False
1372,rspfile_content cannot be empty,https://github.com/ninja-build/ninja/issues/1372,open,"[Label(name=""feature"")]",1,[],0,9,,2018-01-11 16:21:38,False
1370,Support setting verbosity through the environment,https://github.com/ninja-build/ninja/issues/1370,closed,[],0,[],0,14,2018-01-01 00:10:55,2017-12-28 17:15:57,False
1369,"-t deps command has weird parsing behavior, causes odd quirks",https://github.com/ninja-build/ninja/issues/1369,closed,[],0,[],0,3,2018-04-05 17:55:09,2017-12-28 02:02:28,False
1368,.ninja_log behavior,https://github.com/ninja-build/ninja/issues/1368,closed,[],0,[],0,1,2018-04-05 14:34:48,2017-12-22 02:16:26,False
1367,ninja install error,https://github.com/ninja-build/ninja/issues/1367,closed,[],0,[],0,1,2017-12-21 01:06:42,2017-12-20 20:57:43,False
1359,Stop ninja from regenerating build.ninja file when unnecessary,https://github.com/ninja-build/ninja/issues/1359,closed,[],0,[],0,10,2017-11-20 15:54:37,2017-11-19 15:24:17,False
1357,I don't want to surround by single-quote.,https://github.com/ninja-build/ninja/issues/1357,closed,[],0,[],0,8,2017-11-20 18:19:27,2017-11-15 10:01:17,False
1355,Ninja should probably support @rsp files on the command line,https://github.com/ninja-build/ninja/issues/1355,closed,[],0,[],0,5,2018-11-16 11:49:23,2017-11-07 20:33:52,False
1353,OOM not detected (continuing compilation and 0 exit code),https://github.com/ninja-build/ninja/issues/1353,closed,[],0,[],0,1,2018-04-05 01:15:58,2017-11-06 16:56:54,False
1352,Support setting default -j value in a build.ninja file,https://github.com/ninja-build/ninja/issues/1352,open,"[Label(name=""feature"")]",1,[],0,2,,2017-11-05 19:43:56,False
1351,Support sub-pools that cap parallelism but also consume a job from their parent,https://github.com/ninja-build/ninja/issues/1351,open,"[Label(name=""feature"")]",1,[],0,1,,2017-11-05 19:39:46,False
1349,Ninja doesn't compile in C++17 mode,https://github.com/ninja-build/ninja/issues/1349,closed,[],0,[],0,0,2018-04-05 16:26:43,2017-10-31 13:25:42,False
1343,Allow defaulting `-C` to `build`,https://github.com/ninja-build/ninja/issues/1343,closed,[],0,[],0,4,2017-12-31 23:50:30,2017-10-12 03:36:49,False
1341,"Generated cache failed with ""Ninja"".",https://github.com/ninja-build/ninja/issues/1341,closed,[],0,[],0,1,2018-04-05 01:05:29,2017-10-09 10:02:38,False
1340,OOM when building LLVM with ninja,https://github.com/ninja-build/ninja/issues/1340,closed,[],0,[],0,1,2017-10-10 16:42:03,2017-10-08 18:00:48,False
1339,Ninja on win32,https://github.com/ninja-build/ninja/issues/1339,closed,[],0,[],0,1,2017-10-10 16:43:15,2017-10-05 07:53:28,False
1338,HACKING: performance testing?,https://github.com/ninja-build/ninja/issues/1338,closed,[],0,[],0,1,2018-12-20 11:58:19,2017-10-02 21:33:54,False
1336,"""Installing files"" step always numbered one too low on stdout (i.e. step [N/N] never shown)",https://github.com/ninja-build/ninja/issues/1336,open,"[Label(name=""bug""), Label(name=""frontend""), Label(name=""help wanted"")]",3,[],0,5,,2017-09-28 15:21:25,False
1335,Optimize build time by building first jobs in pools.,https://github.com/ninja-build/ninja/issues/1335,open,[],0,[],0,4,,2017-09-28 13:05:10,False
1332,ninja's configure.py doesn't confirm features before it tries to use them; uses hardcoded OS list,https://github.com/ninja-build/ninja/issues/1332,open,[],0,[],0,1,,2017-09-20 21:39:59,False
1330,"Correctness problem in CanonicalizePath related to symlinks and ""..""",https://github.com/ninja-build/ninja/issues/1330,open,"[Label(name=""bug"")]",1,[],0,4,,2017-09-16 01:25:46,False
1329,"There are some garbage in the VS output windows when rebuild CMake folder with ""Ninja“ generator.",https://github.com/ninja-build/ninja/issues/1329,closed,[],0,[],0,1,2018-04-05 13:55:02,2017-09-15 07:15:14,False
1328,option to search in parent directories for build.ninja,https://github.com/ninja-build/ninja/issues/1328,open,"[Label(name=""frontend"")]",1,[],0,0,,2017-09-13 12:40:26,False
1325,What is the latest release?,https://github.com/ninja-build/ninja/issues/1325,closed,[],0,[],0,1,2017-09-11 01:15:15,2017-09-10 17:17:13,False
1324,ninja: fatal: CreateProcess: Accept is denied. vx.cpp,https://github.com/ninja-build/ninja/issues/1324,closed,[],0,[],0,1,2018-04-05 01:05:50,2017-09-08 01:29:05,False
1322,phony cycles not previously diagnosed now break since PR 1111,https://github.com/ninja-build/ninja/issues/1322,closed,[],0,[],0,4,2017-09-11 01:18:06,2017-09-07 13:58:13,False
1317,depfile (gcc) with multiple rules for same output not supported,https://github.com/ninja-build/ninja/issues/1317,closed,[],0,[],0,3,2020-01-29 15:19:17,2017-09-01 11:48:48,False
1312,Using Ninja with a compiler with buggy command line parsing,https://github.com/ninja-build/ninja/issues/1312,closed,[],0,[],0,5,2017-08-29 00:19:45,2017-08-28 20:37:44,False
1311,Ability to redirect .ninja_log and .ninja_deps to alternate directory,https://github.com/ninja-build/ninja/issues/1311,closed,[],0,[],0,5,2017-08-30 05:05:30,2017-08-25 20:56:43,False
1310,"Add string ""verbose"" for -v help",https://github.com/ninja-build/ninja/issues/1310,closed,[],0,[],0,2,2018-11-13 15:57:27,2017-08-21 14:59:13,False
1309,Support unlimited number of parallel jobs #1379,https://github.com/ninja-build/ninja/issues/1309,closed,"[Label(name=""feature"")]",1,[],0,5,2018-11-14 12:46:54,2017-08-18 14:44:37,False
1308,CentOS cmake -G Ninja can't found ninja,https://github.com/ninja-build/ninja/issues/1308,closed,[],0,[],0,2,2017-08-21 05:58:59,2017-08-18 09:31:58,False
1305,ninja dies with SIGABRT when build is interrupted with ^C,https://github.com/ninja-build/ninja/issues/1305,closed,"[Label(name=""bug"")]",1,[],0,3,2018-10-30 10:35:49,2017-07-26 20:53:06,False
1304,Print content of .rsp files in a verbose build,https://github.com/ninja-build/ninja/issues/1304,open,[],0,[],0,2,,2017-07-20 17:10:03,False
1303,Warn and/or deprecate `depfile` rules that generate their own edges,https://github.com/ninja-build/ninja/issues/1303,open,[],0,[],0,53,,2017-07-17 23:33:12,False
1302,Running install target with root privilages breaks subsequent invocations,https://github.com/ninja-build/ninja/issues/1302,open,[],0,[],0,9,,2017-07-17 15:26:51,False
1301,Unix/Windows path resolution?,https://github.com/ninja-build/ninja/issues/1301,closed,[],0,[],0,6,2018-10-30 10:33:56,2017-07-12 23:05:40,False
1300,Issue in dep file parsing on windows,https://github.com/ninja-build/ninja/issues/1300,open,[],0,[],0,0,,2017-07-11 06:22:55,False
1298,»multiple rules generate« warning with seemingly no duplicate rules,https://github.com/ninja-build/ninja/issues/1298,closed,[],0,[],0,2,2017-07-18 14:40:12,2017-07-03 17:17:11,False
